,RaceID,Web,Party,PartyID,Name,CandID,Votes,Share_x,Source,Source Link,Office,Contributor Name,ContributorID,Turnout,Type,Term Start Year,Term Start Month,Term End Year,Term End Month,Poll Year,Poll Month,State,County,City,Share_y,Index
833,528455, http://www.governor.alabama.gov/cabinet/johnson.aspx, Nonpartisan,92, Bill Johnson,10686,0,0.0, , http://www.bhamwiki.com/w/William_Bell, Mayor, User 490,490,,,2000,1,2004.0,1.0,1999,10, Alabama , Jefferson , Birmingham ,0.0,1476.0
834,528455, , Nonpartisan,92, St. Rep. George Perdue,27810,0,0.0, , http://www.bhamwiki.com/w/William_Bell, Mayor, User 490,490,,,2000,1,2004.0,1.0,1999,10, Alabama , Jefferson , Birmingham ,0.0,1476.0
835,528455, , Nonpartisan,92, Horace Huntley,211825,0,0.0, , http://www.bhamwiki.com/w/William_Bell, Mayor, User 490,490,,,2000,1,2004.0,1.0,1999,10, Alabama , Jefferson , Birmingham ,0.0,1476.0
836,528455, , Nonpartisan,92, Others,191,0,0.0, , http://www.bhamwiki.com/w/William_Bell, Mayor, User 490,490,,,2000,1,2004.0,1.0,1999,10, Alabama , Jefferson , Birmingham ,0.0,1476.0
837,528455, http://www.waynesowell2004.org/, Nonpartisan,92, Wayne Sowell,42036,0,0.0, , http://www.bhamwiki.com/w/William_Bell, Mayor, User 490,490,,,2000,1,2004.0,1.0,1999,10, Alabama , Jefferson , Birmingham ,0.0,1476.0
840,263629, http://www.informationbirmingham.com/mayor/bio.htm, Nonpartisan,92, (I) Mayor Bernard Kincaid,61047,196,0.44, , http://www.jeffcointouch.com/jeffcointouch/ElectionArchive/2003-Elections/Sept-14-03/SummaryReport.html, Mayor, User 490,490,18.45, Primary Election,2004,1,2008.0,1.0,2003,9, Alabama , Jefferson , Birmingham ,2.02,666.0
841,263629, http://www.informationbirmingham.com/citycouncil/smitherman.htm, Nonpartisan,92, Carole C. Smitherman,61048,178,0.4, , http://www.jeffcointouch.com/jeffcointouch/ElectionArchive/2003-Elections/Sept-14-03/SummaryReport.html, Mayor, User 490,490,18.45, Primary Election,2004,1,2008.0,1.0,2003,9, Alabama , Jefferson , Birmingham ,2.02,666.0
842,263629, , Nonpartisan,92, William Bell,100889,170,0.38, , http://www.jeffcointouch.com/jeffcointouch/ElectionArchive/2003-Elections/Sept-14-03/SummaryReport.html, Mayor, User 490,490,18.45, Primary Election,2004,1,2008.0,1.0,2003,9, Alabama , Jefferson , Birmingham ,2.02,666.0
843,263629, , Nonpartisan,92, Bob Jones,100896,132,0.3, , http://www.jeffcointouch.com/jeffcointouch/ElectionArchive/2003-Elections/Sept-14-03/SummaryReport.html, Mayor, User 490,490,18.45, Primary Election,2004,1,2008.0,1.0,2003,9, Alabama , Jefferson , Birmingham ,2.02,666.0
844,263629, , Nonpartisan,92, Paul Hollman,100895,94,0.21, , http://www.jeffcointouch.com/jeffcointouch/ElectionArchive/2003-Elections/Sept-14-03/SummaryReport.html, Mayor, User 490,490,18.45, Primary Election,2004,1,2008.0,1.0,2003,9, Alabama , Jefferson , Birmingham ,2.02,666.0
845,263629, , Nonpartisan,92, Lee Loder,100899,69,0.15, , http://www.jeffcointouch.com/jeffcointouch/ElectionArchive/2003-Elections/Sept-14-03/SummaryReport.html, Mayor, User 490,490,18.45, Primary Election,2004,1,2008.0,1.0,2003,9, Alabama , Jefferson , Birmingham ,2.02,666.0
846,263629, , Nonpartisan,92, Roderick Royal,100901,63,0.14, , http://www.jeffcointouch.com/jeffcointouch/ElectionArchive/2003-Elections/Sept-14-03/SummaryReport.html, Mayor, User 490,490,18.45, Primary Election,2004,1,2008.0,1.0,2003,9, Alabama , Jefferson , Birmingham ,2.02,666.0
847,347823, http://www.jeffcointouch.com/jeffcointouch/ieindex.asp, Nonpartisan,92, County Commission Larry Langford,100086,59,0.11, , http://www.myfoxal.com/myfox/pages/Home/Detail?contentId=4589959&version=28&locale=EN-US&layoutCode=TSTY&pageId=1.1.1, Mayor, User 490,490,21.46, General Election,2008,1,2009.0,10.0,2007,10, Alabama , Jefferson , Birmingham ,0.27,986.0
848,347823, http://cooperformayor.com, Nonpartisan,92, Patrick C. Cooper,139177,42,0.08, , http://www.myfoxal.com/myfox/pages/Home/Detail?contentId=4589959&version=28&locale=EN-US&layoutCode=TSTY&pageId=1.1.1, Mayor, User 490,490,21.46, General Election,2008,1,2009.0,10.0,2007,10, Alabama , Jefferson , Birmingham ,0.27,986.0
849,347823, http://www.informationbirmingham.com/mayor/bio.htm, Nonpartisan,92, (I) Mayor Bernard Kincaid,61047,41,0.08, , http://www.myfoxal.com/myfox/pages/Home/Detail?contentId=4589959&version=28&locale=EN-US&layoutCode=TSTY&pageId=1.1.1, Mayor, User 490,490,21.46, General Election,2008,1,2009.0,10.0,2007,10, Alabama , Jefferson , Birmingham ,0.27,986.0
850,347823, , Nonpartisan,92, City Councilmember William Bell,100889,,, , http://www.myfoxal.com/myfox/pages/Home/Detail?contentId=4589959&version=28&locale=EN-US&layoutCode=TSTY&pageId=1.1.1, Mayor, User 490,490,21.46, General Election,2008,1,2009.0,10.0,2007,10, Alabama , Jefferson , Birmingham ,0.27,986.0
854,581557, http://cooperformayor.com, Nonpartisan,92, Patrick C. Cooper,139177,81,0.23, , http://www.myvotealabama.com/, Mayor, User 490,490,15.27, Primary Election,2010,1,2012.0,1.0,2009,12, Alabama , Jefferson , Birmingham ,0.8,1837.0
855,581557, , Nonpartisan,92, County Commission William Bell,100889,60,0.17, , http://www.myvotealabama.com/, Mayor, User 490,490,15.27, Primary Election,2010,1,2012.0,1.0,2009,12, Alabama , Jefferson , Birmingham ,0.8,1837.0
856,581557, http://www.informationbirmingham.com/citycouncil/smitherman.htm, Nonpartisan,92, City Councilmember Carole C. Smitherman,61048,40,0.12, , http://www.myvotealabama.com/, Mayor, User 490,490,15.27, Primary Election,2010,1,2012.0,1.0,2009,12, Alabama , Jefferson , Birmingham ,0.8,1837.0
857,581557, , Nonpartisan,92," Emory Anthony, Jr.",73118,31,0.09, , http://www.myvotealabama.com/, Mayor, User 490,490,15.27, Primary Election,2010,1,2012.0,1.0,2009,12, Alabama , Jefferson , Birmingham ,0.8,1837.0
858,581557, , Nonpartisan,92, City Councilmember Steven W. Hoyt,212179,28,0.08, , http://www.myvotealabama.com/, Mayor, User 490,490,15.27, Primary Election,2010,1,2012.0,1.0,2009,12, Alabama , Jefferson , Birmingham ,0.8,1837.0
859,581557, , Nonpartisan,92, Scott Douglas,226049,23,0.07, , http://www.myvotealabama.com/, Mayor, User 490,490,15.27, Primary Election,2010,1,2012.0,1.0,2009,12, Alabama , Jefferson , Birmingham ,0.8,1837.0
860,581557, , Nonpartisan,92, Jody Trautwein,227115,13,0.04, , http://www.myvotealabama.com/, Mayor, User 490,490,15.27, Primary Election,2010,1,2012.0,1.0,2009,12, Alabama , Jefferson , Birmingham ,0.8,1837.0
935,546212, , Nonpartisan,92, Louise Day Hicks,33334,"1,471",0.95, , http://www.archive.org/stream/annualreportofbo1967bost#page/46/mode/2up, Mayor, RBH,1989,22.27, Primary Election,1968,1,1972.0,1.0,1967,9, Massachusetts , Suffolk , Boston ,2.19,1539.0
936,546212, , Nonpartisan,92, Secretary of State Kevin H. White,71597,"1,091",0.7, , http://www.archive.org/stream/annualreportofbo1967bost#page/46/mode/2up, Mayor, RBH,1989,22.27, Primary Election,1968,1,1972.0,1.0,1967,9, Massachusetts , Suffolk , Boston ,2.19,1539.0
937,546212, , Nonpartisan,92, John Winthrop Sears,9728,830,0.54, , http://www.archive.org/stream/annualreportofbo1967bost#page/46/mode/2up, Mayor, RBH,1989,22.27, Primary Election,1968,1,1972.0,1.0,1967,9, Massachusetts , Suffolk , Boston ,2.19,1539.0
938,546212, , Nonpartisan,92, Edward J. Logue,215448,2,0.0, , http://www.archive.org/stream/annualreportofbo1967bost#page/46/mode/2up, Mayor, RBH,1989,22.27, Primary Election,1968,1,1972.0,1.0,1967,9, Massachusetts , Suffolk , Boston ,2.19,1539.0
939,546212, , Nonpartisan,92, Christopher Ianella,215449,,, , http://www.archive.org/stream/annualreportofbo1967bost#page/46/mode/2up, Mayor, RBH,1989,22.27, Primary Election,1968,1,1972.0,1.0,1967,9, Massachusetts , Suffolk , Boston ,2.19,1539.0
966,296639, , Nonpartisan,92," City Councillor Raymond L. ""Ray"" Flynn",12593,207,0.12, , http://www.archive.org/stream/annualreportofbo1983bost#page/28/mode/2up, Mayor, Tsongas Democrat,1470,29.61, Primary Election,1984,1,1988.0,1.0,1983,10, Massachusetts , Suffolk , Boston ,0.22,875.0
967,296639, , Nonpartisan,92," St. Rep. Melvin H. ""Mel"" King",121119,168,0.1, , http://www.archive.org/stream/annualreportofbo1983bost#page/28/mode/2up, Mayor, Tsongas Democrat,1470,29.61, Primary Election,1984,1,1988.0,1.0,1983,10, Massachusetts , Suffolk , Boston ,0.22,875.0
968,296639, , Nonpartisan,92, David I. Finnegan,121120,,, , http://www.archive.org/stream/annualreportofbo1983bost#page/28/mode/2up, Mayor, Tsongas Democrat,1470,29.61, Primary Election,1984,1,1988.0,1.0,1983,10, Massachusetts , Suffolk , Boston ,0.22,875.0
990,481419, , Nonpartisan,92, (I) Mayor Thomas M. Menino,28699,991,0.89, , http://www.archive.org/stream/annualreportofbo1993bost#page/30/mode/2up, Mayor, RBH,1989,19.47, Primary Election,1994,1,1998.0,1.0,1993,9, Massachusetts , Suffolk , Boston ,0.9,1305.0
991,481419, , Nonpartisan,92, St. Rep. James T. Brett,72354,6,0.01, , http://www.archive.org/stream/annualreportofbo1993bost#page/30/mode/2up, Mayor, RBH,1989,19.47, Primary Election,1994,1,1998.0,1.0,1993,9, Massachusetts , Suffolk , Boston ,0.9,1305.0
992,481419, , Nonpartisan,92, Sheriff Robert C. Rufo,196355,,, , http://www.archive.org/stream/annualreportofbo1993bost#page/30/mode/2up, Mayor, RBH,1989,19.47, Primary Election,1994,1,1998.0,1.0,1993,9, Massachusetts , Suffolk , Boston ,0.9,1305.0
1010,784674, http://www.state.ma.us/legis/member/mjw1.htm, Nonpartisan,92, St. Rep. Martin J. Walsh,45417,"8,164",7.23, , , Mayor, RBH,1989,18.28, Primary Election,2014,1,2018.0,1.0,2013,9, Massachusetts , Suffolk , Boston ,14.75,2662.0
1011,784674, http://www.connollyforcouncil.com/, Nonpartisan,92, City Councillor John R. Connolly,138397,"3,825",3.39, , , Mayor, RBH,1989,18.28, Primary Election,2014,1,2018.0,1.0,2013,9, Massachusetts , Suffolk , Boston ,14.75,2662.0
1012,784674, , Nonpartisan,92, St. Rep. Charlotte Golar Richie,224523,"2,389",2.12, , , Mayor, RBH,1989,18.28, Primary Election,2014,1,2018.0,1.0,2013,9, Massachusetts , Suffolk , Boston ,14.75,2662.0
1013,784674, , Nonpartisan,92, District Attorney Daniel F. Conley,312331,"1,800",1.59, , , Mayor, RBH,1989,18.28, Primary Election,2014,1,2018.0,1.0,2013,9, Massachusetts , Suffolk , Boston ,14.75,2662.0
1014,784674, http://felixarroyo.com/, Nonpartisan,92," Felix Arroyo, Jr.",223582,334,0.3, , , Mayor, RBH,1989,18.28, Primary Election,2014,1,2018.0,1.0,2013,9, Massachusetts , Suffolk , Boston ,14.75,2662.0
1015,784674, , Nonpartisan,92, John Barros,332669,130,0.12, , , Mayor, RBH,1989,18.28, Primary Election,2014,1,2018.0,1.0,2013,9, Massachusetts , Suffolk , Boston ,14.75,2662.0
1016,784674, , Nonpartisan,92, City Councillor Rob Consalvo,138060,,, , , Mayor, RBH,1989,18.28, Primary Election,2014,1,2018.0,1.0,2013,9, Massachusetts , Suffolk , Boston ,14.75,2662.0
1147,806920, , Democratic,1, Mayor Joseph P. Ganim,54831,10,0.05, , , Mayor, RBH,1989,40.65, General Election,2016,1,2020.0,1.0,2015,11, Connecticut , Fairfield , Bridgeport ,0.05,2889.0
1148,806920, , Independent,5, Mary Jane Foster,285058,,, , , Mayor, RBH,1989,40.65, General Election,2016,1,2020.0,1.0,2015,11, Connecticut , Fairfield , Bridgeport ,0.05,2889.0
1424,625322, , Nonpartisan,92, City Councilmember Jim Dear,144238,353,2.3, , http://www.smartvoter.org/2004/03/02/ca/la/city.html, Mayor, RBH,1989,17.09, Special Election,2004,3,2005.0,3.0,2004,3, California , Los Angeles , Carson ,5.91,2002.0
1425,625322, , Nonpartisan,92," Gilbert D. ""Gil"" Smith",144240,321,2.09, , http://www.smartvoter.org/2004/03/02/ca/la/city.html, Mayor, RBH,1989,17.09, Special Election,2004,3,2005.0,3.0,2004,3, California , Los Angeles , Carson ,5.91,2002.0
1426,625322, , Nonpartisan,92, City Councilmember Elito M. Santarina,233506,233,1.52, , http://www.smartvoter.org/2004/03/02/ca/la/city.html, Mayor, RBH,1989,17.09, Special Election,2004,3,2005.0,3.0,2004,3, California , Los Angeles , Carson ,5.91,2002.0
1427,625322, , Nonpartisan,92," Mayor Michael ""Mike"" Mitoma",233508,,, , http://www.smartvoter.org/2004/03/02/ca/la/city.html, Mayor, RBH,1989,17.09, Special Election,2004,3,2005.0,3.0,2004,3, California , Los Angeles , Carson ,5.91,2002.0
1675,291964, http://www.bobcorkerforsenate.com/, Nonpartisan,92, Bob Corker,6731,48,0.16, , http://elect.hamiltontn.gov/archives/Municipal%20Election/Chattanooga%20March%202001.pdf, Mayor, COSDem,15,19.81, General Election,2001,5,2005.0,5.0,2001,3, Tennessee , Hamilton , Chattanooga ,0.48,871.0
1676,291964, , Nonpartisan,92, Irvin Overton,208533,38,0.12, , http://elect.hamiltontn.gov/archives/Municipal%20Election/Chattanooga%20March%202001.pdf, Mayor, COSDem,15,19.81, General Election,2001,5,2005.0,5.0,2001,3, Tennessee , Hamilton , Chattanooga ,0.48,871.0
1677,291964, , Nonpartisan,92, Marti Rutherford,208528,26,0.08, , http://elect.hamiltontn.gov/archives/Municipal%20Election/Chattanooga%20March%202001.pdf, Mayor, COSDem,15,19.81, General Election,2001,5,2005.0,5.0,2001,3, Tennessee , Hamilton , Chattanooga ,0.48,871.0
1678,291964, , Nonpartisan,92, David Crockett,208529,21,0.07, , http://elect.hamiltontn.gov/archives/Municipal%20Election/Chattanooga%20March%202001.pdf, Mayor, COSDem,15,19.81, General Election,2001,5,2005.0,5.0,2001,3, Tennessee , Hamilton , Chattanooga ,0.48,871.0
1679,291964, , Nonpartisan,92, John Wolfe,2127,8,0.03, , http://elect.hamiltontn.gov/archives/Municipal%20Election/Chattanooga%20March%202001.pdf, Mayor, COSDem,15,19.81, General Election,2001,5,2005.0,5.0,2001,3, Tennessee , Hamilton , Chattanooga ,0.48,871.0
1680,291964, , Nonpartisan,92, Ed Bibbins,208530,7,0.02, , http://elect.hamiltontn.gov/archives/Municipal%20Election/Chattanooga%20March%202001.pdf, Mayor, COSDem,15,19.81, General Election,2001,5,2005.0,5.0,2001,3, Tennessee , Hamilton , Chattanooga ,0.48,871.0
1681,291964, , Nonpartisan,92, Eddie Eubanks,208531,,, , http://elect.hamiltontn.gov/archives/Municipal%20Election/Chattanooga%20March%202001.pdf, Mayor, COSDem,15,19.81, General Election,2001,5,2005.0,5.0,2001,3, Tennessee , Hamilton , Chattanooga ,0.48,871.0
1822,481786, http://www.chicagotogether.org/, Nonpartisan,92, Chief of Staff Rahm Emanuel,2813,9,0.0, Chicago City Election Results:  NBC 5 Elections: , http://www.nbcchicago.com/news/elections/2011/races/race-results/, Mayor, COSDem,15,21.94, General Election,2011,5,2015.0,5.0,2011,2, Illinois , Cook , Chicago ,0.0,1312.0
1823,481786, http://www.gerychico.com/, Nonpartisan,92, Gery Chico,4575,8,0.0, Chicago City Election Results:  NBC 5 Elections: , http://www.nbcchicago.com/news/elections/2011/races/race-results/, Mayor, COSDem,15,21.94, General Election,2011,5,2015.0,5.0,2011,2, Illinois , Cook , Chicago ,0.0,1312.0
1824,481786, http://delvalleformayor.com/, Nonpartisan,92, City Clerk Miguel Del Valle,9837,6,0.0, Chicago City Election Results:  NBC 5 Elections: , http://www.nbcchicago.com/news/elections/2011/races/race-results/, Mayor, COSDem,15,21.94, General Election,2011,5,2015.0,5.0,2011,2, Illinois , Cook , Chicago ,0.0,1312.0
1825,481786, http://www.carolforchicago.com, Nonpartisan,92, Ambassador Carol Moseley Braun,274,4,0.0, Chicago City Election Results:  NBC 5 Elections: , http://www.nbcchicago.com/news/elections/2011/races/race-results/, Mayor, COSDem,15,21.94, General Election,2011,5,2015.0,5.0,2011,2, Illinois , Cook , Chicago ,0.0,1312.0
1826,481786, http://www.patriciaforchicago.com/, Nonpartisan,92, Patricia Van Pelt,259542,4,0.0, Chicago City Election Results:  NBC 5 Elections: , http://www.nbcchicago.com/news/elections/2011/races/race-results/, Mayor, COSDem,15,21.94, General Election,2011,5,2015.0,5.0,2011,2, Illinois , Cook , Chicago ,0.0,1312.0
1827,481786, http://wallsformayor.com/, Nonpartisan,92," William ""Dock"" Walls, III",113906,3,0.0, Chicago City Election Results:  NBC 5 Elections: , http://www.nbcchicago.com/news/elections/2011/races/race-results/, Mayor, COSDem,15,21.94, General Election,2011,5,2015.0,5.0,2011,2, Illinois , Cook , Chicago ,0.0,1312.0
1828,481786, , Nonpartisan,92, (W) Write-In,22593,0,0.0, Chicago City Election Results:  NBC 5 Elections: , http://www.nbcchicago.com/news/elections/2011/races/race-results/, Mayor, COSDem,15,21.94, General Election,2011,5,2015.0,5.0,2011,2, Illinois , Cook , Chicago ,0.0,1312.0
1952,556994, , Nonpartisan,92, Arnold R. Pinkney,196211,590,0.51," Elyria Chronicle Telegram, 10/1/1975", , Mayor, RBH,1989,,,1976,1,1978.0,1.0,1975,9, Ohio , Cuyahoga , Cleveland ,0.51,1732.0
1953,556994, , Nonpartisan,92, (I) Mayor Ralph J. Perk,11643,,," Elyria Chronicle Telegram, 10/1/1975", , Mayor, RBH,1989,,,1976,1,1978.0,1.0,1975,9, Ohio , Cuyahoga , Cleveland ,0.51,1732.0
1993,226952, http://www.datsmarts.com/janecampbell/, Nonpartisan,92, County Commissioner Jane L. Campbell,38916,468,0.57, Cuyahoga County Board of Elections: , http://boe.cuyahogacounty.us/boe/results/history/2001/100201_PE_Summary.txt, Mayor, ...,662,17.11, Nonpartisan Primary Election,2002,1,2006.0,1.0,2001,10, Ohio , Cuyahoga , Cleveland ,1.18,528.0
1994,226952, , Nonpartisan,92, Raymond Pierce,38917,307,0.38, Cuyahoga County Board of Elections: , http://boe.cuyahogacounty.us/boe/results/history/2001/100201_PE_Summary.txt, Mayor, ...,662,17.11, Nonpartisan Primary Election,2002,1,2006.0,1.0,2001,10, Ohio , Cuyahoga , Cleveland ,1.18,528.0
1995,226952, , Nonpartisan,92, St. Rep. Mary Rose Oakar,12525,168,0.21, Cuyahoga County Board of Elections: , http://boe.cuyahogacounty.us/boe/results/history/2001/100201_PE_Summary.txt, Mayor, ...,662,17.11, Nonpartisan Primary Election,2002,1,2006.0,1.0,2001,10, Ohio , Cuyahoga , Cleveland ,1.18,528.0
1996,226952, , Nonpartisan,92, County Commissioner Tim McCormack,78692,19,0.02, Cuyahoga County Board of Elections: , http://boe.cuyahogacounty.us/boe/results/history/2001/100201_PE_Summary.txt, Mayor, ...,662,17.11, Nonpartisan Primary Election,2002,1,2006.0,1.0,2001,10, Ohio , Cuyahoga , Cleveland ,1.18,528.0
1997,226952, , Nonpartisan,92," William ""Bill"" M. Denihan",88550,,, Cuyahoga County Board of Elections: , http://boe.cuyahogacounty.us/boe/results/history/2001/100201_PE_Summary.txt, Mayor, ...,662,17.11, Nonpartisan Primary Election,2002,1,2006.0,1.0,2001,10, Ohio , Cuyahoga , Cleveland ,1.18,528.0
2000,218998, , Nonpartisan,92, City Councilmember Frank G. Jackson,83330,346,0.66, , http://boe.cuyahogacounty.us/BOE/results/currentresults1.htm#0081, Mayor, ...,662,10.94, Nonpartisan Primary Election,2006,1,2010.0,1.0,2005,10, Ohio , Cuyahoga , Cleveland ,0.66,501.0
2001,218998, http://www.datsmarts.com/janecampbell/, Nonpartisan,92, (I) Mayor Jane L. Campbell,38916,,, , http://boe.cuyahogacounty.us/BOE/results/currentresults1.htm#0081, Mayor, ...,662,10.94, Nonpartisan Primary Election,2006,1,2010.0,1.0,2005,10, Ohio , Cuyahoga , Cleveland ,0.66,501.0
2035,647194, http://skorman4mayor.com/, Nonpartisan,92, Richard Skorman,261168,515,0.58, , http://www.springsgov.com/units/cityclerk/clerkdocs/getdoc.asp?DocID=30021&Show, Mayor, COSDem,15,23.39, Nonpartisan Primary Election,2011,6,2015.0,6.0,2011,4, Colorado , El Paso , Colorado Springs ,0.58,2123.0
2036,647194, http://www.stevebachmayor.com/, Nonpartisan,92, Steve Bach,251724,,, , http://www.springsgov.com/units/cityclerk/clerkdocs/getdoc.asp?DocID=30021&Show, Mayor, COSDem,15,23.39, Nonpartisan Primary Election,2011,6,2015.0,6.0,2011,4, Colorado , El Paso , Colorado Springs ,0.58,2123.0
2129,31762, , Nonpartisan,92, (I) Mayor Michael B. Coleman,10867,21,0.03," Franklin County Board of Elections totals, from a list provided by Suzanne Hoholik of The Columbus Dispatch.", , Mayor, Thomas Walker,334,10.67, General Election,2004,1,2008.0,1.0,2003,11, Ohio , Franklin , Columbus ,0.1,123.0
2130,31762, , Nonpartisan,92, (W) Kenneth Besser,23236,17,0.02," Franklin County Board of Elections totals, from a list provided by Suzanne Hoholik of The Columbus Dispatch.", , Mayor, Thomas Walker,334,10.67, General Election,2004,1,2008.0,1.0,2003,11, Ohio , Franklin , Columbus ,0.1,123.0
2131,31762, , Nonpartisan,92, (W) Others,191,10,0.01," Franklin County Board of Elections totals, from a list provided by Suzanne Hoholik of The Columbus Dispatch.", , Mayor, Thomas Walker,334,10.67, General Election,2004,1,2008.0,1.0,2003,11, Ohio , Franklin , Columbus ,0.1,123.0
2132,31762, , Nonpartisan,92, (W) Anybody Else,25568,9,0.01," Franklin County Board of Elections totals, from a list provided by Suzanne Hoholik of The Columbus Dispatch.", , Mayor, Thomas Walker,334,10.67, General Election,2004,1,2008.0,1.0,2003,11, Ohio , Franklin , Columbus ,0.1,123.0
2133,31762, , Nonpartisan,92," (W) Mayor Dana G. ""Buck"" Rinehart",10797,9,0.01," Franklin County Board of Elections totals, from a list provided by Suzanne Hoholik of The Columbus Dispatch.", , Mayor, Thomas Walker,334,10.67, General Election,2004,1,2008.0,1.0,2003,11, Ohio , Franklin , Columbus ,0.1,123.0
